"","AllDate","All.Days","Shooting","City","State","Region","Male","Race2","ST","Season"
"1997",1996-06-19,1997,0,NA,NA,NA,NA,NA,NA,"Summer"
"1998",1996-06-20,1998,0,NA,NA,NA,NA,NA,NA,"Summer"
"1999",1996-06-21,1999,0,NA,NA,NA,NA,NA,NA,"Summer"
"2000",1996-06-22,2000,0,NA,NA,NA,NA,NA,NA,"Summer"
"2001",1996-06-23,2001,0,NA,NA,NA,NA,NA,NA,"Summer"
"2002",1996-06-24,2002,0,NA,NA,NA,NA,NA,NA,"Summer"
"2003",1996-06-25,2003,0,NA,NA,NA,NA,NA,NA,"Summer"
"2004",1996-06-26,2004,0,NA,NA,NA,NA,NA,NA,"Summer"
"2005",1996-06-27,2005,0,NA,NA,NA,NA,NA,NA,"Summer"
"2006",1996-06-28,2006,0,NA,NA,NA,NA,NA,NA,"Summer"
"2007",1996-06-29,2007,0,NA,NA,NA,NA,NA,NA,"Summer"
"2008",1996-06-30,2008,0,NA,NA,NA,NA,NA,NA,"Summer"
"2009",1996-07-01,2009,0,NA,NA,NA,NA,NA,NA,"Summer"
"2010",1996-07-02,2010,0,NA,NA,NA,NA,NA,NA,"Summer"
"2011",1996-07-03,2011,0,NA,NA,NA,NA,NA,NA,"Summer"
"2012",1996-07-04,2012,0,NA,NA,NA,NA,NA,NA,"Summer"
"2013",1996-07-05,2013,0,NA,NA,NA,NA,NA,NA,"Summer"
"2014",1996-07-06,2014,0,NA,NA,NA,NA,NA,NA,"Summer"
"2015",1996-07-07,2015,0,NA,NA,NA,NA,NA,NA,"Summer"
"2016",1996-07-08,2016,0,NA,NA,NA,NA,NA,NA,"Summer"
"2017",1996-07-09,2017,0,NA,NA,NA,NA,NA,NA,"Summer"
"2018",1996-07-10,2018,0,NA,NA,NA,NA,NA,NA,"Summer"
"2019",1996-07-11,2019,0,NA,NA,NA,NA,NA,NA,"Summer"
"2020",1996-07-12,2020,0,NA,NA,NA,NA,NA,NA,"Summer"
"2021",1996-07-13,2021,0,NA,NA,NA,NA,NA,NA,"Summer"
"2022",1996-07-14,2022,0,NA,NA,NA,NA,NA,NA,"Summer"
"2023",1996-07-15,2023,0,NA,NA,NA,NA,NA,NA,"Summer"
"2024",1996-07-16,2024,0,NA,NA,NA,NA,NA,NA,"Summer"
"2025",1996-07-17,2025,0,NA,NA,NA,NA,NA,NA,"Summer"
"2026",1996-07-18,2026,0,NA,NA,NA,NA,NA,NA,"Summer"
"2027",1996-07-19,2027,0,NA,NA,NA,NA,NA,NA,"Summer"
"2028",1996-07-20,2028,0,NA,NA,NA,NA,NA,NA,"Summer"
"2029",1996-07-21,2029,0,NA,NA,NA,NA,NA,NA,"Summer"
"2030",1996-07-22,2030,0,NA,NA,NA,NA,NA,NA,"Summer"
"2031",1996-07-23,2031,0,NA,NA,NA,NA,NA,NA,"Summer"
"2032",1996-07-24,2032,0,NA,NA,NA,NA,NA,NA,"Summer"
"2033",1996-07-25,2033,0,NA,NA,NA,NA,NA,NA,"Summer"
"2034",1996-07-26,2034,1,"Los Angeles","CA","West","1","Latino/Hispanic","High","Summer"
"2035",1996-07-27,2035,0,NA,NA,NA,NA,NA,NA,"Summer"
"2036",1996-07-28,2036,0,NA,NA,NA,NA,NA,NA,"Summer"
"2037",1996-07-29,2037,0,NA,NA,NA,NA,NA,NA,"Summer"
"2038",1996-07-30,2038,0,NA,NA,NA,NA,NA,NA,"Summer"
"2039",1996-07-31,2039,0,NA,NA,NA,NA,NA,NA,"Summer"
"2040",1996-08-01,2040,0,NA,NA,NA,NA,NA,NA,"Summer"
"2041",1996-08-02,2041,0,NA,NA,NA,NA,NA,NA,"Summer"
"2042",1996-08-03,2042,0,NA,NA,NA,NA,NA,NA,"Summer"
"2043",1996-08-04,2043,0,NA,NA,NA,NA,NA,NA,"Summer"
"2044",1996-08-05,2044,0,NA,NA,NA,NA,NA,NA,"Summer"
"2045",1996-08-06,2045,0,NA,NA,NA,NA,NA,NA,"Summer"
"2046",1996-08-07,2046,0,NA,NA,NA,NA,NA,NA,"Summer"
"2047",1996-08-08,2047,0,NA,NA,NA,NA,NA,NA,"Summer"
"2048",1996-08-09,2048,0,NA,NA,NA,NA,NA,NA,"Summer"
"2049",1996-08-10,2049,0,NA,NA,NA,NA,NA,NA,"Summer"
"2050",1996-08-11,2050,0,NA,NA,NA,NA,NA,NA,"Summer"
"2051",1996-08-12,2051,0,NA,NA,NA,NA,NA,NA,"Summer"
"2052",1996-08-13,2052,0,NA,NA,NA,NA,NA,NA,"Summer"
"2053",1996-08-14,2053,0,NA,NA,NA,NA,NA,NA,"Summer"
"2054",1996-08-15,2054,1,"San Diego","CA","West","1","Caucasian","College","Summer"
"2055",1996-08-16,2055,0,NA,NA,NA,NA,NA,NA,"Summer"
"2056",1996-08-17,2056,0,NA,NA,NA,NA,NA,NA,"Summer"
"2057",1996-08-18,2057,0,NA,NA,NA,NA,NA,NA,"Summer"
"2058",1996-08-19,2058,0,NA,NA,NA,NA,NA,NA,"Summer"
"2059",1996-08-20,2059,0,NA,NA,NA,NA,NA,NA,"Summer"
"2060",1996-08-21,2060,0,NA,NA,NA,NA,NA,NA,"Summer"
"2061",1996-08-22,2061,0,NA,NA,NA,NA,NA,NA,"Summer"
"2062",1996-08-23,2062,0,NA,NA,NA,NA,NA,NA,"Summer"
"2063",1996-08-24,2063,0,NA,NA,NA,NA,NA,NA,"Summer"
"2064",1996-08-25,2064,0,NA,NA,NA,NA,NA,NA,"Summer"
"2065",1996-08-26,2065,1,"San Antonio","TX","South","1","Unknown","College","Summer"
"2066",1996-08-27,2066,0,NA,NA,NA,NA,NA,NA,"Summer"
"2067",1996-08-28,2067,0,NA,NA,NA,NA,NA,NA,"Summer"
"2068",1996-08-29,2068,0,NA,NA,NA,NA,NA,NA,"Summer"
"2069",1996-08-30,2069,0,NA,NA,NA,NA,NA,NA,"Summer"
"2070",1996-08-31,2070,0,NA,NA,NA,NA,NA,NA,"Summer"
"2071",1996-09-01,2071,0,NA,NA,NA,NA,NA,NA,"Summer"
"2072",1996-09-02,2072,0,NA,NA,NA,NA,NA,NA,"Summer"
"2073",1996-09-03,2073,0,NA,NA,NA,NA,NA,NA,"Summer"
"2074",1996-09-04,2074,0,NA,NA,NA,NA,NA,NA,"Summer"
"2075",1996-09-05,2075,0,NA,NA,NA,NA,NA,NA,"Summer"
"2076",1996-09-06,2076,0,NA,NA,NA,NA,NA,NA,"Summer"
"2077",1996-09-07,2077,0,NA,NA,NA,NA,NA,NA,"Summer"
"2078",1996-09-08,2078,0,NA,NA,NA,NA,NA,NA,"Summer"
"2079",1996-09-09,2079,0,NA,NA,NA,NA,NA,NA,"Summer"
"2080",1996-09-10,2080,0,NA,NA,NA,NA,NA,NA,"Summer"
"2081",1996-09-11,2081,0,NA,NA,NA,NA,NA,NA,"Summer"
"2082",1996-09-12,2082,0,NA,NA,NA,NA,NA,NA,"Summer"
"2083",1996-09-13,2083,0,NA,NA,NA,NA,NA,NA,"Summer"
"2084",1996-09-14,2084,0,NA,NA,NA,NA,NA,NA,"Summer"
"2085",1996-09-15,2085,0,NA,NA,NA,NA,NA,NA,"Summer"
"2086",1996-09-16,2086,0,NA,NA,NA,NA,NA,NA,"Summer"
"2087",1996-09-17,2087,1,"State College","PA","Northeast","0","Caucasian","College","Summer"
"2088",1996-09-18,2088,0,NA,NA,NA,NA,NA,NA,"Summer"
"2089",1996-09-19,2089,0,NA,NA,NA,NA,NA,NA,"Summer"
"2090",1996-09-20,2090,0,NA,NA,NA,NA,NA,NA,"Summer"
"2091",1996-09-21,2091,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2092",1996-09-22,2092,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2093",1996-09-23,2093,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2094",1996-09-24,2094,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2095",1996-09-25,2095,1,"Stone Mountain","GA","South","1","Unknown","High","Autumn"
"2096",1996-09-26,2096,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2097",1996-09-27,2097,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2098",1996-09-28,2098,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2099",1996-09-29,2099,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2100",1996-09-30,2100,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2101",1996-10-01,2101,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2102",1996-10-02,2102,1,"Philadelphia","PA","Northeast","1","African American","Elementary","Autumn"
"2103",1996-10-03,2103,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2104",1996-10-04,2104,1,"Playa Del Rey","CA","West","1","Unknown","High","Autumn"
"2105",1996-10-05,2105,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2106",1996-10-06,2106,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2107",1996-10-07,2107,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2108",1996-10-08,2108,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2109",1996-10-09,2109,1,"Sherwood","AR","South","1","Unknown","High","Autumn"
"2110",1996-10-10,2110,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2111",1996-10-11,2111,1,"St. Louis","MO","Midwest","1","Unknown","High","Autumn"
"2112",1996-10-12,2112,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2113",1996-10-13,2113,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2114",1996-10-14,2114,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2115",1996-10-15,2115,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2116",1996-10-16,2116,1,"West Lafayette","IN","Midwest","1","Unknown","College","Autumn"
"2117",1996-10-17,2117,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2118",1996-10-18,2118,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2119",1996-10-19,2119,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2120",1996-10-20,2120,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2121",1996-10-21,2121,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2122",1996-10-22,2122,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2123",1996-10-23,2123,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2124",1996-10-24,2124,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2125",1996-10-25,2125,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2126",1996-10-26,2126,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2127",1996-10-27,2127,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2128",1996-10-28,2128,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2129",1996-10-29,2129,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2130",1996-10-30,2130,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2131",1996-10-31,2131,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2132",1996-11-01,2132,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2133",1996-11-02,2133,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2134",1996-11-03,2134,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2135",1996-11-04,2135,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2136",1996-11-05,2136,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2137",1996-11-06,2137,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2138",1996-11-07,2138,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2139",1996-11-08,2139,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2140",1996-11-09,2140,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2141",1996-11-10,2141,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2142",1996-11-11,2142,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2143",1996-11-12,2143,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2144",1996-11-13,2144,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2145",1996-11-14,2145,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2146",1996-11-15,2146,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2147",1996-11-16,2147,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2148",1996-11-17,2148,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2149",1996-11-18,2149,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2150",1996-11-19,2150,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2151",1996-11-20,2151,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2152",1996-11-21,2152,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2153",1996-11-22,2153,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2154",1996-11-23,2154,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2155",1996-11-24,2155,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2156",1996-11-25,2156,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2157",1996-11-26,2157,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2158",1996-11-27,2158,1,"North Highlands","CA","West","1","Unknown","High","Autumn"
"2159",1996-11-28,2159,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2160",1996-11-29,2160,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2161",1996-11-30,2161,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2162",1996-12-01,2162,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2163",1996-12-02,2163,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2164",1996-12-03,2164,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2165",1996-12-04,2165,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2166",1996-12-05,2166,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2167",1996-12-06,2167,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2168",1996-12-07,2168,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2169",1996-12-08,2169,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2170",1996-12-09,2170,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2171",1996-12-10,2171,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2172",1996-12-11,2172,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2173",1996-12-12,2173,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2174",1996-12-13,2174,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2175",1996-12-14,2175,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2176",1996-12-15,2176,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2177",1996-12-16,2177,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2178",1996-12-17,2178,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2179",1996-12-18,2179,0,NA,NA,NA,NA,NA,NA,"Autumn"
"2180",1996-12-19,2180,0,NA,NA,NA,NA,NA,NA,"Winter"
"2181",1996-12-20,2181,0,NA,NA,NA,NA,NA,NA,"Winter"
"2182",1996-12-21,2182,0,NA,NA,NA,NA,NA,NA,"Winter"
"2183",1996-12-22,2183,0,NA,NA,NA,NA,NA,NA,"Winter"
"2184",1996-12-23,2184,0,NA,NA,NA,NA,NA,NA,"Winter"
"2185",1996-12-24,2185,0,NA,NA,NA,NA,NA,NA,"Winter"
"2186",1996-12-25,2186,0,NA,NA,NA,NA,NA,NA,"Winter"
"2187",1996-12-26,2187,0,NA,NA,NA,NA,NA,NA,"Winter"
"2188",1996-12-27,2188,0,NA,NA,NA,NA,NA,NA,"Winter"
"2189",1996-12-28,2189,0,NA,NA,NA,NA,NA,NA,"Winter"
"2190",1996-12-29,2190,0,NA,NA,NA,NA,NA,NA,"Winter"
"2191",1996-12-30,2191,0,NA,NA,NA,NA,NA,NA,"Winter"
"2192",1996-12-31,2192,0,NA,NA,NA,NA,NA,NA,"Winter"
"2193",1997-01-01,2193,0,NA,NA,NA,NA,NA,NA,"Winter"
"2194",1997-01-02,2194,0,NA,NA,NA,NA,NA,NA,"Winter"
"2195",1997-01-03,2195,0,NA,NA,NA,NA,NA,NA,"Winter"
"2196",1997-01-04,2196,0,NA,NA,NA,NA,NA,NA,"Winter"
"2197",1997-01-05,2197,0,NA,NA,NA,NA,NA,NA,"Winter"
"2198",1997-01-06,2198,0,NA,NA,NA,NA,NA,NA,"Winter"
"2199",1997-01-07,2199,0,NA,NA,NA,NA,NA,NA,"Winter"
"2200",1997-01-08,2200,0,NA,NA,NA,NA,NA,NA,"Winter"
"2201",1997-01-09,2201,0,NA,NA,NA,NA,NA,NA,"Winter"
"2202",1997-01-10,2202,0,NA,NA,NA,NA,NA,NA,"Winter"
"2203",1997-01-11,2203,0,NA,NA,NA,NA,NA,NA,"Winter"
"2204",1997-01-12,2204,0,NA,NA,NA,NA,NA,NA,"Winter"
"2205",1997-01-13,2205,0,NA,NA,NA,NA,NA,NA,"Winter"
"2206",1997-01-14,2206,0,NA,NA,NA,NA,NA,NA,"Winter"
"2207",1997-01-15,2207,0,NA,NA,NA,NA,NA,NA,"Winter"
"2208",1997-01-16,2208,0,NA,NA,NA,NA,NA,NA,"Winter"
"2209",1997-01-17,2209,0,NA,NA,NA,NA,NA,NA,"Winter"
"2210",1997-01-18,2210,0,NA,NA,NA,NA,NA,NA,"Winter"
"2211",1997-01-19,2211,0,NA,NA,NA,NA,NA,NA,"Winter"
"2212",1997-01-20,2212,0,NA,NA,NA,NA,NA,NA,"Winter"
"2213",1997-01-21,2213,0,NA,NA,NA,NA,NA,NA,"Winter"
"2214",1997-01-22,2214,0,NA,NA,NA,NA,NA,NA,"Winter"
"2215",1997-01-23,2215,0,NA,NA,NA,NA,NA,NA,"Winter"
"2216",1997-01-24,2216,0,NA,NA,NA,NA,NA,NA,"Winter"
"2217",1997-01-25,2217,0,NA,NA,NA,NA,NA,NA,"Winter"
"2218",1997-01-26,2218,0,NA,NA,NA,NA,NA,NA,"Winter"
"2219",1997-01-27,2219,1,"West Palm Beach","FL","South","1","African American","Middle","Winter"
"2220",1997-01-28,2220,0,NA,NA,NA,NA,NA,NA,"Winter"
"2221",1997-01-29,2221,0,NA,NA,NA,NA,NA,NA,"Winter"
"2222",1997-01-30,2222,0,NA,NA,NA,NA,NA,NA,"Winter"
"2223",1997-01-31,2223,1,"Tulsa ","OK","South","1","African American","Preschool","Winter"
"2224",1997-02-01,2224,0,NA,NA,NA,NA,NA,NA,"Winter"
"2225",1997-02-02,2225,0,NA,NA,NA,NA,NA,NA,"Winter"
"2226",1997-02-03,2226,0,NA,NA,NA,NA,NA,NA,"Winter"
"2227",1997-02-04,2227,0,NA,NA,NA,NA,NA,NA,"Winter"
"2228",1997-02-05,2228,0,NA,NA,NA,NA,NA,NA,"Winter"
"2229",1997-02-06,2229,0,NA,NA,NA,NA,NA,NA,"Winter"
"2230",1997-02-07,2230,0,NA,NA,NA,NA,NA,NA,"Winter"
"2231",1997-02-08,2231,0,NA,NA,NA,NA,NA,NA,"Winter"
"2232",1997-02-09,2232,0,NA,NA,NA,NA,NA,NA,"Winter"
"2233",1997-02-10,2233,1,"Columbus","OH","Midwest",NA,"Caucasian","College","Winter"
"2234",1997-02-11,2234,0,NA,NA,NA,NA,NA,NA,"Winter"
"2235",1997-02-12,2235,0,NA,NA,NA,NA,NA,NA,"Winter"
"2236",1997-02-13,2236,0,NA,NA,NA,NA,NA,NA,"Winter"
"2237",1997-02-14,2237,0,NA,NA,NA,NA,NA,NA,"Winter"
"2238",1997-02-15,2238,0,NA,NA,NA,NA,NA,NA,"Winter"
"2239",1997-02-16,2239,0,NA,NA,NA,NA,NA,NA,"Winter"
"2240",1997-02-17,2240,0,NA,NA,NA,NA,NA,NA,"Winter"
"2241",1997-02-18,2241,0,NA,NA,NA,NA,NA,NA,"Winter"
"2242",1997-02-19,2242,1,"Bethel ","AK","West","1","Mixed","High","Winter"
"2243",1997-02-20,2243,1,"North Las Vegas","NV","West",NA,"Unknown","High","Winter"
"2244",1997-02-21,2244,0,NA,NA,NA,NA,NA,NA,"Winter"
"2245",1997-02-22,2245,0,NA,NA,NA,NA,NA,NA,"Winter"
"2246",1997-02-23,2246,0,NA,NA,NA,NA,NA,NA,"Winter"
"2247",1997-02-24,2247,0,NA,NA,NA,NA,NA,NA,"Winter"
"2248",1997-02-25,2248,0,NA,NA,NA,NA,NA,NA,"Winter"
"2249",1997-02-26,2249,0,NA,NA,NA,NA,NA,NA,"Winter"
"2250",1997-02-27,2250,0,NA,NA,NA,NA,NA,NA,"Winter"
"2251",1997-02-28,2251,0,NA,NA,NA,NA,NA,NA,"Winter"
"2252",1997-03-01,2252,0,NA,NA,NA,NA,NA,NA,"Winter"
"2253",1997-03-02,2253,0,NA,NA,NA,NA,NA,NA,"Winter"
"2254",1997-03-03,2254,0,NA,NA,NA,NA,NA,NA,"Winter"
"2255",1997-03-04,2255,0,NA,NA,NA,NA,NA,NA,"Winter"
"2256",1997-03-05,2256,0,NA,NA,NA,NA,NA,NA,"Winter"
"2257",1997-03-06,2257,0,NA,NA,NA,NA,NA,NA,"Winter"
"2258",1997-03-07,2258,0,NA,NA,NA,NA,NA,NA,"Winter"
"2259",1997-03-08,2259,0,NA,NA,NA,NA,NA,NA,"Winter"
"2260",1997-03-09,2260,0,NA,NA,NA,NA,NA,NA,"Winter"
"2261",1997-03-10,2261,0,NA,NA,NA,NA,NA,NA,"Winter"
"2262",1997-03-11,2262,0,NA,NA,NA,NA,NA,NA,"Winter"
"2263",1997-03-12,2263,0,NA,NA,NA,NA,NA,NA,"Winter"
"2264",1997-03-13,2264,0,NA,NA,NA,NA,NA,NA,"Winter"
"2265",1997-03-14,2265,0,NA,NA,NA,NA,NA,NA,"Winter"
"2266",1997-03-15,2266,0,NA,NA,NA,NA,NA,NA,"Winter"
"2267",1997-03-16,2267,0,NA,NA,NA,NA,NA,NA,"Winter"
"2268",1997-03-17,2268,1,"Detroit","MI","Midwest","1","Unknown","High","Winter"
"2269",1997-03-18,2269,0,NA,NA,NA,NA,NA,NA,"Winter"
"2270",1997-03-19,2270,0,NA,NA,NA,NA,NA,NA,"Spring"
"2271",1997-03-20,2271,0,NA,NA,NA,NA,NA,NA,"Spring"
"2272",1997-03-21,2272,0,NA,NA,NA,NA,NA,NA,"Spring"
"2273",1997-03-22,2273,0,NA,NA,NA,NA,NA,NA,"Spring"
"2274",1997-03-23,2274,0,NA,NA,NA,NA,NA,NA,"Spring"
"2275",1997-03-24,2275,0,NA,NA,NA,NA,NA,NA,"Spring"
"2276",1997-03-25,2276,0,NA,NA,NA,NA,NA,NA,"Spring"
"2277",1997-03-26,2277,0,NA,NA,NA,NA,NA,NA,"Spring"
"2278",1997-03-27,2278,0,NA,NA,NA,NA,NA,NA,"Spring"
"2279",1997-03-28,2279,0,NA,NA,NA,NA,NA,NA,"Spring"
"2280",1997-03-29,2280,0,NA,NA,NA,NA,NA,NA,"Spring"
"2281",1997-03-30,2281,0,NA,NA,NA,NA,NA,NA,"Spring"
"2282",1997-03-31,2282,0,NA,NA,NA,NA,NA,NA,"Spring"
"2283",1997-04-01,2283,0,NA,NA,NA,NA,NA,NA,"Spring"
"2284",1997-04-02,2284,0,NA,NA,NA,NA,NA,NA,"Spring"
"2285",1997-04-03,2285,0,NA,NA,NA,NA,NA,NA,"Spring"
"2286",1997-04-04,2286,0,NA,NA,NA,NA,NA,NA,"Spring"
"2287",1997-04-05,2287,0,NA,NA,NA,NA,NA,NA,"Spring"
"2288",1997-04-06,2288,0,NA,NA,NA,NA,NA,NA,"Spring"
"2289",1997-04-07,2289,0,NA,NA,NA,NA,NA,NA,"Spring"
"2290",1997-04-08,2290,0,NA,NA,NA,NA,NA,NA,"Spring"
"2291",1997-04-09,2291,0,NA,NA,NA,NA,NA,NA,"Spring"
"2292",1997-04-10,2292,0,NA,NA,NA,NA,NA,NA,"Spring"
"2293",1997-04-11,2293,0,NA,NA,NA,NA,NA,NA,"Spring"
"2294",1997-04-12,2294,0,NA,NA,NA,NA,NA,NA,"Spring"
"2295",1997-04-13,2295,0,NA,NA,NA,NA,NA,NA,"Spring"
"2296",1997-04-14,2296,0,NA,NA,NA,NA,NA,NA,"Spring"
"2297",1997-04-15,2297,0,NA,NA,NA,NA,NA,NA,"Spring"
"2298",1997-04-16,2298,0,NA,NA,NA,NA,NA,NA,"Spring"
"2299",1997-04-17,2299,0,NA,NA,NA,NA,NA,NA,"Spring"
"2300",1997-04-18,2300,0,NA,NA,NA,NA,NA,NA,"Spring"
"2301",1997-04-19,2301,0,NA,NA,NA,NA,NA,NA,"Spring"
"2302",1997-04-20,2302,0,NA,NA,NA,NA,NA,NA,"Spring"
"2303",1997-04-21,2303,0,NA,NA,NA,NA,NA,NA,"Spring"
"2304",1997-04-22,2304,0,NA,NA,NA,NA,NA,NA,"Spring"
"2305",1997-04-23,2305,0,NA,NA,NA,NA,NA,NA,"Spring"
"2306",1997-04-24,2306,0,NA,NA,NA,NA,NA,NA,"Spring"
"2307",1997-04-25,2307,0,NA,NA,NA,NA,NA,NA,"Spring"
"2308",1997-04-26,2308,0,NA,NA,NA,NA,NA,NA,"Spring"
"2309",1997-04-27,2309,0,NA,NA,NA,NA,NA,NA,"Spring"
"2310",1997-04-28,2310,0,NA,NA,NA,NA,NA,NA,"Spring"
"2311",1997-04-29,2311,0,NA,NA,NA,NA,NA,NA,"Spring"
"2312",1997-04-30,2312,1,"New York City","NY ","Northeast","1","Unknown","High","Spring"
"2313",1997-05-01,2313,0,NA,NA,NA,NA,NA,NA,"Spring"
"2314",1997-05-02,2314,0,NA,NA,NA,NA,NA,NA,"Spring"
"2315",1997-05-03,2315,0,NA,NA,NA,NA,NA,NA,"Spring"
"2316",1997-05-04,2316,0,NA,NA,NA,NA,NA,NA,"Spring"
"2317",1997-05-05,2317,0,NA,NA,NA,NA,NA,NA,"Spring"
"2318",1997-05-06,2318,0,NA,NA,NA,NA,NA,NA,"Spring"
"2319",1997-05-07,2319,0,NA,NA,NA,NA,NA,NA,"Spring"
"2320",1997-05-08,2320,0,NA,NA,NA,NA,NA,NA,"Spring"
"2321",1997-05-09,2321,0,NA,NA,NA,NA,NA,NA,"Spring"
"2322",1997-05-10,2322,0,NA,NA,NA,NA,NA,NA,"Spring"
"2323",1997-05-11,2323,0,NA,NA,NA,NA,NA,NA,"Spring"
"2324",1997-05-12,2324,0,NA,NA,NA,NA,NA,NA,"Spring"
"2325",1997-05-13,2325,0,NA,NA,NA,NA,NA,NA,"Spring"
"2326",1997-05-14,2326,0,NA,NA,NA,NA,NA,NA,"Spring"
"2327",1997-05-15,2327,0,NA,NA,NA,NA,NA,NA,"Spring"
"2328",1997-05-16,2328,0,NA,NA,NA,NA,NA,NA,"Spring"
"2329",1997-05-17,2329,0,NA,NA,NA,NA,NA,NA,"Spring"
"2330",1997-05-18,2330,0,NA,NA,NA,NA,NA,NA,"Spring"
"2331",1997-05-19,2331,0,NA,NA,NA,NA,NA,NA,"Spring"
"2332",1997-05-20,2332,0,NA,NA,NA,NA,NA,NA,"Spring"
"2333",1997-05-21,2333,0,NA,NA,NA,NA,NA,NA,"Spring"
"2334",1997-05-22,2334,0,NA,NA,NA,NA,NA,NA,"Spring"
"2335",1997-05-23,2335,0,NA,NA,NA,NA,NA,NA,"Spring"
"2336",1997-05-24,2336,0,NA,NA,NA,NA,NA,NA,"Spring"
"2337",1997-05-25,2337,0,NA,NA,NA,NA,NA,NA,"Spring"
"2338",1997-05-26,2338,0,NA,NA,NA,NA,NA,NA,"Spring"
"2339",1997-05-27,2339,0,NA,NA,NA,NA,NA,NA,"Spring"
"2340",1997-05-28,2340,0,NA,NA,NA,NA,NA,NA,"Spring"
